bstopnm,geometry,ADM_NM
대일조선,POINT (128.999427744573 35.04942005764),구평동
도시가스,POINT (128.954052719753 35.078015586106),장림1동
일진종합상사,POINT (128.956959122275 35.078542306873),장림1동
미광사,POINT (128.954993602942 35.073341235007),장림1동
반도식당,POINT (128.954151750963 35.076581121525),장림1동
경부산업,POINT (128.955878323973 35.069872305366),다대1동
동아정밀,POINT (128.956455125853 35.067752808215),다대1동
유성식당,POINT (128.956255265578 35.068532230615),다대1동
미광사,POINT (128.955032591633 35.074057070806),장림1동
반도식당,POINT (128.954364813809 35.076622718807),장림1동
반도보라아파트,POINT (128.977481764284 35.108294033956),당리동
동원아파트상가,POINT (128.981141447414 35.109522952052),당리동
혜성아파트,POINT (128.980227267323 35.109509466033),당리동
당리시장,POINT (128.974670165446 35.105936400378),당리동
당리시장,POINT (128.974656200997 35.105465726863),당리동
당리시장,POINT (128.97460526786 35.105204815223),당리동
푸르지오아파트,POINT (128.976103254405 35.104287996824),당리동
당리역,POINT (128.972105846352 35.104361823474),당리동
장림시장번영1길,POINT (128.969863985686 35.082369284254),장림1동
장림시장번영2길,POINT (128.968122072884 35.082420107342),장림1동
장림시장,POINT (128.967920669437 35.080853204008),장림1동
중소기업은행,POINT (128.970185063753 35.080591226804),장림2동
중앙병원,POINT (128.972345912787 35.080566554597),장림2동
장림1동주민센터,POINT (128.965853660296 35.082755695508),장림1동
삼창아파트,POINT (128.972678620864 35.104343491864),당리동
하단오거리,POINT (128.969907255745 35.105056230874),당리동
장림시장번영2길,POINT (128.968692298769 35.082654169163),장림1동
서부정비,POINT (128.961594208276 35.090001285555),신평2동
사하구민 장례식장,POINT (128.962730508017 35.080460135713),장림1동
동아대학교정문,POINT (128.966051258729 35.1136325485),하단2동
다대초등학교,POINT (128.974682048019 35.05883818236),다대1동
다대코오롱아파트,POINT (128.981237472595 35.065528078873),다대2동
다대롯데캐슬블루,POINT (128.979658118742 35.066456044438),다대2동
다대롯데캐슬블루,POINT (128.979264934626 35.067752994104),다대2동
낫개역,POINT (128.979344266564 35.064344702946),다대2동
다대현대아파트,POINT (128.977100473208 35.062214929725),다대2동
다송중학교,POINT (128.982794649206 35.063280615856),다대2동
두송복지관,POINT (128.984885412729 35.061623782147),다대2동
주공4지구117,POINT (128.985635703095 35.061334244593),다대2동
주공4지구120,POINT (128.986180963712 35.06295822942),다대2동
국제그린아파트,POINT (128.984698567093 35.065362615889),다대2동
국제그린아파트2,POINT (128.983252481781 35.067417521585),다대2동
다송아파트,POINT (128.986026348694 35.064129653379),다대2동
국제그린아파트,POINT (128.98441235391 35.065262409076),다대2동
국제그린아파트2,POINT (128.983034384279 35.067276964083),다대2동
다송아파트,POINT (128.985997860083 35.063925669111),다대2동
다송초등학교,POINT (128.9800380554 35.068602623824),다대2동
삼환2차아파트,POINT (128.981783605557 35.067739493491),다대2동
다대5지구복지회,POINT (128.962757084136 35.051242477779),다대1동
롯데캐슬입구,POINT (128.961879696159 35.053045513636),다대1동
몰운대성당,POINT (128.960822199206 35.051559907589),다대1동
몰운대아파트,POINT (128.960948032404 35.052353161011),다대1동
롯데캐슬입구,POINT (128.962349295291 35.05366426163),다대1동
공과대학,POINT (128.967768151201 35.115699724414),하단2동
공대2호관,POINT (128.967312312552 35.116100349377),하단2동
대학본부,POINT (128.965882806406 35.114785064583),하단2동
동아대학교정문,POINT (128.965304318256 35.113700149536),하단2동
부산여고,POINT (128.965994412837 35.112473828912),하단2동
몰운대아파트10,POINT (128.967148871251 35.05183822334),다대1동
금화맨션,POINT (129.006862034614 35.103972019968),괴정2동
동보하이츠아파트(사하구치매안심센터),POINT (129.006012883837 35.103761784023),괴정2동
아미까치공영주차장,POINT (129.009382001253 35.104552060742),아미동
대암아파트,POINT (128.983321613184 35.105037134087),당리동
사동초등학교,POINT (128.981946103017 35.103915594901),당리동
삼성타워,POINT (128.984067299739 35.105436346701),당리동
대암아파트,POINT (128.983220951074 35.105131714332),당리동
삼성타워,POINT (128.984134706152 35.105554176297),당리동
사하중학교,POINT (128.983178231232 35.103233051419),당리동
서화의원,POINT (128.98908421641 35.099393952671),괴정1동
동원베네스트1차아파트,POINT (128.98329225976 35.110119145637),당리동
동원아파트상가,POINT (128.981771904911 35.109637919218),당리동
동원베네스트2차아파트,POINT (128.983854603874 35.110529552317),당리동
이화한증막,POINT (128.989677461946 35.105583607665),괴정1동
자유2차후문,POINT (128.989697685296 35.10420097113),괴정1동
자유3차아파트,POINT (128.989981200863 35.103236525513),괴정1동
효산신대우빌라,POINT (128.989459228164 35.104667018953),괴정1동
양지마을,POINT (128.991033709766 35.104409871237),괴정1동
해인정사입구,POINT (128.990352235443 35.105368123859),괴정1동
OK슈퍼,POINT (129.068569498249 35.200559228921),온천3동
백제약국,POINT (129.070651495217 35.201028492228),온천3동
농심가,POINT (129.071632794297 35.201117154882),사직3동
동남.동원아파트,POINT (129.072616542328 35.201479221877),사직3동
금정시장,POINT (129.073734088709 35.201911985285),사직3동
농심가,POINT (129.071994616784 35.201410902811),온천3동
동남.동원아파트,POINT (129.072693097734 35.201666940717),온천3동
광제약국,POINT (129.075034655012 35.20243794449),사직3동
금정시장,POINT (129.0741939 35.20225334),온천3동
동영아파트,POINT (129.0751678 35.20267192),온천3동
대우아파트,POINT (129.075525927492 35.203634126936),온천3동
대우아파트,POINT (129.075347 35.2035502),온천3동
동래교육청후문,POINT (129.09017982089 35.20565805195),복산동
동호탕,POINT (129.091101151559 35.206289602416),복산동
코끼리유치원,POINT (129.093395211444 35.206764966564),복산동
한국상사,POINT (129.0918244 35.20675065),복산동
충렬아파트,POINT (129.107996090746 35.200416593232),안락2동
충렬중학교,POINT (129.108470316231 35.202130167208),명장1동
충렬고등학교후문,POINT (129.1096815 35.2033008),명장1동
충렬고등학교후문,POINT (129.109316493356 35.203424812378),명장1동
혜화여고.충렬고,POINT (129.110638174583 35.202093765136),명장1동
명장1동새마을금고,POINT (129.105874891171 35.204855511637),명장1동
명장시장,POINT (129.107692895642 35.204695292962),명장1동
충렬초등학교,POINT (129.1124563 35.20051005),명장1동
내성상회,POINT (129.0919679 35.20584586),복산동
부산전자공업고등학교,POINT (129.077416407855 35.214987974762),온천1동
신화아파트,POINT (129.079178123352 35.214611423221),온천1동
해군예비군훈련장,POINT (129.1163782 35.10816797),용호2동
SK뷰아파트104동입구,POINT (129.1182566 35.10475419),용호2동
이기대입구.용호복지회관,POINT (129.1124032 35.12434846),용호1동
용호3동주민센터,POINT (129.1121277 35.12139501),용호1동
무지개다리,POINT (129.064258379743 35.142537060076),문현2동
성동아파트,POINT (129.064780618252 35.141807326457),문현2동
이마트문현점,POINT (129.064149196241 35.14475205553),문현2동
범2호교,POINT (129.063645898794 35.143117107574),문현2동
국제금융센터.부산은행역,POINT (129.067047271633 35.145382762178),문현2동
문전교차로,POINT (129.067003400135 35.147118248248),문현2동
국제금융센터.부산은행역,POINT (129.066480171328 35.144717968069),문현2동
문현2동부산은행,POINT (129.066506647431 35.143202161881),문현2동
문현역,POINT (129.067872215997 35.138475786276),문현3동
문현2동부산은행,POINT (129.067088693282 35.142525458112),문현2동
문현역,POINT (129.067368486287 35.138345690908),문현2동
문현지하도,POINT (129.068841784718 35.136633360019),문현4동
구우암2동사,POINT (129.0709235 35.12938399),우암동
장고개,POINT (129.0709629 35.1303054),우암동
배정고등학교삼거리,POINT (129.0699547 35.13257423),문현4동
아신아파트,POINT (129.0710666 35.12763212),우암동
동항성당,POINT (129.0710135 35.12665654),우암동
남부중앙새마을금고,POINT (129.070886 35.12560635),우암동
구우암2동사,POINT (129.0711498 35.12901065),우암동
목화그린빌라,POINT (129.07484780535 35.128848242352),우암동
포부대,POINT (129.075877615459 35.129700402116),우암동
문현교차로,POINT (129.072471494389 35.136362630016),문현4동
지게골역,POINT (129.075483308257 35.134867135675),문현4동
문현교차로,POINT (129.071622793054 35.137069223216),문현3동
장고개,POINT (129.0705646 35.1307304),문현4동
문현교차로,POINT (129.067403261384 35.134630302621),문현4동
문현곱창골목,POINT (129.0691918 35.13558355),문현4동
문현4동주민복합센터,POINT (129.0697824 35.13252266),문현4동
동화장식,POINT (129.0693169 35.13481843),문현4동
금정슈퍼,POINT (129.0695398 35.13354849),문현4동
문현동부산은행,POINT (129.0707137 35.13666691),문현4동
대림시티프라자,POINT (129.069972804756 35.136677136085),문현4동
문현곱창골목입구,POINT (129.0696572 35.13656087),문현4동
청호탕,POINT (129.076819732215 35.134009480675),문현4동
지게골역,POINT (129.076587941028 35.134589362719),문현3동
대연SK뷰아파트,POINT (129.078534116154 35.141709872982),문현1동
문현현대1차아파트,POINT (129.076643338772 35.144121567611),문현1동
문현현대2차아파트,POINT (129.074718389194 35.147366241974),문현1동
전포고개,POINT (129.07343301886 35.150535520513),전포1동
청수탕,POINT (129.073082249794 35.15200678641),전포1동
장백아파트,POINT (129.090881 35.14942163),대연3동
남부중앙새마을금고,POINT (129.0711163 35.12560737),우암동
동항성당,POINT (129.0712332 35.12656668),우암동
아신아파트,POINT (129.0712779 35.12735921),우암동
우암초등학교,POINT (129.0768872 35.12441217),우암동
뉴서울아파트,POINT (129.079411795911 35.125032207127),우암동
일신보라아파트,POINT (129.07966855561 35.125607009635),우암동
우암파출소,POINT (129.078258 35.12459478),우암동
우암초등학교,POINT (129.0765593 35.12470173),우암동
우암새시장입구,POINT (129.0736638 35.12511883),우암동
못골역,POINT (129.0840366 35.13458026),대연1동
대연SK뷰아파트,POINT (129.079132638474 35.141177390132),대연6동
문현현대1차아파트,POINT (129.078097686317 35.142853068343),문현1동
탑마트,POINT (129.078103438927 35.133293745436),문현4동
감만현대2차아파트,POINT (129.082197220436 35.110757469321),감만1동
동천초등학교,POINT (129.083152 35.12219433),감만2동
국제아파트,POINT (129.085148663567 35.122805245674),감만2동
홈플러스,POINT (129.081884791455 35.121823074306),감만2동
대우아파트,POINT (129.0884975 35.12443528),대연4동
석포초등학교,POINT (129.089958 35.12632888),대연4동
남광시장,POINT (129.0872744 35.12354149),감만2동
감만2동새마을금고,POINT (129.08587129543 35.122088211921),감만2동
동천초등학교,POINT (129.084023700953 35.122736922784),감만2동
문화회관입구,POINT (129.091408 35.12834288),대연4동
남광시장,POINT (129.087427484991 35.12394184957),감만2동
대우아파트,POINT (129.08861259533 35.125017839723),대연4동
석포초등학교,POINT (129.089965860779 35.126853356838),대연4동
남구청.남구보건소,POINT (129.0856878 35.13579553),대연6동
부산세무고등학교,POINT (129.085718146787 35.138046046554),대연6동
연포초등학교,POINT (129.081577960999 35.13851757896),대연6동
못골시장,POINT (129.087292 35.13475613),대연1동
동성하이타운,POINT (129.087804221072 35.13312503445),대연1동
롯데슈퍼,POINT (129.086853212389 35.133918982144),대연1동
못골사거리,POINT (129.0869819 35.13515995),대연6동
부산공업고등학교후문건널목,POINT (129.0869197 35.12928159),대연4동
동림리라맨션,POINT (129.085147 35.12861025),대연4동
성지고등학교,POINT (129.0815469 35.12738752),우암동
부산공업고등학교후문,POINT (129.0885758 35.13003618),대연4동
부산세무고등학교,POINT (129.0867669 35.13782087),대연6동
부산세무고등학교,POINT (129.086391520014 35.138166357441),대연6동
해연중학교,POINT (129.083120211293 35.138328677424),대연6동
서원유통,POINT (129.0889115 35.13831944),대연5동
남산2차타워,POINT (129.0890809 35.1383204),대연5동
동천고등학교,POINT (129.0890145 35.14121806),대연5동
LG메트로시티입구,POINT (129.109734 35.127554),용호1동
LG메트로시티214동,POINT (129.1099064 35.13103181),용호1동
자연유치원,POINT (129.111005 35.130047),용호1동
산성교회,POINT (129.0904336 35.13008523),대연4동
부영카정비,POINT (129.0897762 35.13149131),대연1동
동성하이타운,POINT (129.0888186 35.13306866),대연1동
부산공업고등학교정문,POINT (129.0882867 35.13156055),대연4동
롯데슈퍼,POINT (129.0870867 35.13387534),대연1동
대천중학교,POINT (129.103458 35.12855807),대연3동
LG메트로시티234동,POINT (129.1082357 35.13207019),대연3동
유엔조각공원,POINT (129.0985092 35.13001995),대연3동
